function	genus	pre_HPM	drought_HPM	delta	log2FC	cliffs_delta	p	mixed_p	q_BH	mixed_q_BH
CAZy:GT	Maioricimonas	0.6002	0.6585	0.0582	0.1333	-0.0217	0.9127	0.7402	0.9351	0.8162
CAZy:GT	Caulobacter	1.1118	0.658	-0.4538	-0.7558	-0.5174	0.0039	0.0104	0.0211	0.0441
CAZy:GT	Aeromicrobium	0.2523	0.6496	0.3973	1.3611	0.6435	0.0003	0.0001	0.0054	0.0018
CAZy:GT	Actinomarinicola	0.3339	0.6494	0.3155	0.9577	0.5087	0.0046	0.0028	0.0231	0.0182
CAZy:GT	Edaphobacter	0.9057	0.6465	-0.2592	-0.4858	-0.5	0.0053	0.1735	0.0251	0.2964
CAZy:GT	Granulicella	0.7962	0.6458	-0.1503	-0.3015	-0.3391	0.0592	0.384	0.1256	0.516
CAZy:GT	Paracoccus	0.7669	0.6446	-0.1223	-0.2503	-0.287	0.1107	0.3687	0.1936	0.5015
CAZy:GT	Roseiflexus	0.4879	0.6417	0.1538	0.3947	0.2609	0.1474	0.1457	0.2394	0.2629
CAZy:GT	Longimicrobium	1.0188	0.6334	-0.3853	-0.6847	-0.5609	0.0018	0.021	0.0133	0.071
CAZy:GT	Candidatus Syntrophocurvum	0.2786	0.6321	0.3535	1.1791	0.3217	0.0735	0.0039	0.1447	0.0226
CAZy:GT	Chryseosolibacter	1.8093	0.6243	-1.1851	-1.5337	-0.7217	0.0001	0.0	0.0026	0.0004
CAZy:GT	Tepidiforma	0.3901	0.62	0.2299	0.6669	0.4565	0.0109	0.0076	0.0405	0.0351
CAZy:GT	Geomonas	0.8472	0.6171	-0.23	-0.4564	-0.4739	0.0082	0.2968	0.034	0.4316
CAZy:GT	Actinomyces	0.4466	0.6143	0.1677	0.4591	0.2739	0.1281	0.067	0.2153	0.1544
CAZy:GT	Polynucleobacter	1.1364	0.613	-0.5234	-0.8894	-0.6174	0.0006	0.0184	0.0071	0.0654
CAZy:GT	Synechococcus	0.8439	0.6087	-0.2353	-0.4708	-0.4435	0.0135	0.0618	0.0458	0.1461
CAZy:GT	Brevibacillus	0.3934	0.6077	0.2143	0.6262	0.3391	0.0592	0.0473	0.1256	0.1214
CAZy:GT	Dactylosporangium	0.4112	0.6036	0.1924	0.5525	0.1913	0.2895	0.0187	0.3925	0.0659
CAZy:GT	Vineibacter	0.4991	0.6014	0.1023	0.2685	-0.0391	0.836	0.488	0.8759	0.6113
CAZy:GT	Geothrix	0.8517	0.6001	-0.2516	-0.5045	-0.4087	0.0228	0.1813	0.0648	0.3045
CAZy:GT	Lysinibacillus	0.1178	0.5971	0.4793	2.332	-0.0261	0.8932	0.2831	0.9192	0.4178
CAZy:GT	Providencia	0.6755	0.5914	-0.0841	-0.1914	-0.2174	0.2281	0.7331	0.328	0.8115
CAZy:GT	Thiobacillus	0.791	0.5911	-0.1999	-0.4196	-0.4696	0.0089	0.3121	0.0355	0.4468
CAZy:GT	Desulfobulbus	0.9339	0.591	-0.3429	-0.6591	-0.3435	0.056	0.1004	0.1203	0.2031
CAZy:GT	Candidatus Methylomirabilis	0.6334	0.5899	-0.0434	-0.1023	-0.1609	0.3741	0.7333	0.4773	0.8116
CAZy:GT	Chthoniobacter	0.9834	0.589	-0.3944	-0.7386	-0.4304	0.0165	0.045	0.0527	0.1172
CAZy:GT	Chloracidobacterium	0.8137	0.5885	-0.2253	-0.4669	-0.513	0.0042	0.0836	0.0221	0.1791
CAZy:GT	Dechloromonas	1.5632	0.5748	-0.9884	-1.4417	-0.6435	0.0003	0.0001	0.0054	0.0012
CAZy:GT	Gimesia	0.7257	0.5737	-0.1519	-0.3384	-0.3217	0.0735	0.311	0.1447	0.4458
CAZy:GT	Glycomyces	0.3529	0.5658	0.2128	0.6792	0.2435	0.1765	0.1893	0.2733	0.3143
CAZy:GT	Pseudoxanthomonas	1.1594	0.5634	-0.596	-1.0398	-0.5565	0.0019	0.0025	0.014	0.017
CAZy:GT	Sphingobium	0.7887	0.5623	-0.2264	-0.4875	-0.3261	0.0697	0.1544	0.1397	0.2737
CAZy:GT	Methylobacter	0.8068	0.5611	-0.2457	-0.5233	-0.4522	0.0117	0.1174	0.0422	0.2261
CAZy:GT	Pedobacter	1.387	0.5583	-0.8287	-1.3113	-0.7348	0.0	0.0	0.0023	0.0
CAZy:GT	Sandaracinus	0.8817	0.5581	-0.3236	-0.6587	-0.6087	0.0007	0.0371	0.0077	0.1028
CAZy:GT	Myxococcus	0.7078	0.557	-0.1508	-0.3452	-0.4435	0.0135	0.3533	0.0458	0.4864
CAZy:GT	Rubrobacter	0.4046	0.5547	0.1501	0.4542	0.0957	0.6006	0.2108	0.6828	0.3386
CAZy:GT	Syntrophus	0.7805	0.5547	-0.2259	-0.4921	-0.4478	0.0126	0.1114	0.0441	0.2181
CAZy:GT	Rhizoctonia	0.5381	0.5515	0.0135	0.0356	-0.1043	0.5664	0.6833	0.6542	0.7735
CAZy:GT	Rhizocola	0.3247	0.5456	0.2209	0.7468	0.0261	0.8935	0.8658	0.9192	0.9136
CAZy:GT	Geoalkalibacter	0.4774	0.5447	0.0673	0.1899	0.2	0.2679	0.6952	0.3698	0.7821
CAZy:GT	Rubripirellula	0.6904	0.542	-0.1484	-0.3485	-0.2391	0.1845	0.1609	0.2817	0.2818
CAZy:GT	Nannocystis	1.0219	0.5409	-0.481	-0.9166	-0.6522	0.0003	0.0073	0.005	0.0342
CAZy:GT	Polaromonas	1.1215	0.5402	-0.5813	-1.0526	-0.4804	0.0074	0.0	0.0314	0.0003
CAZy:GT	Candidatus Brocadia	0.7266	0.5394	-0.1873	-0.4293	-0.3043	0.0906	0.0775	0.1675	0.1708
CAZy:GT	Emericellopsis	0.025	0.5376	0.5126	4.3716	0.6957	0.0001	0.0006	0.0027	0.0065
CAZy:GT	Desulforhabdus	0.2812	0.534	0.2527	0.9226	0.4304	0.0165	0.0034	0.0527	0.021
CAZy:GT	Hapsidospora	0.0277	0.5334	0.5057	4.219	0.5891	0.0006	0.0103	0.0075	0.0439
CAZy:GT	Syntrophorhabdus	0.5917	0.5328	-0.0589	-0.151	-0.2913	0.1054	0.6824	0.1861	0.7726
CAZy:GT	Lacipirellula	0.5414	0.5249	-0.0165	-0.0445	-0.2826	0.1163	0.8927	0.2003	0.9323
CAZy:GT	Chondromyces	0.9381	0.5193	-0.4188	-0.8519	-0.6174	0.0006	0.0295	0.0071	0.0882
CAZy:GT	Mycobacteroides	0.3228	0.5192	0.1964	0.684	0.3087	0.086	0.068	0.1616	0.1562
CAZy:GT	Phytohabitans	0.3788	0.5165	0.1376	0.4461	0.2348	0.1927	0.097	0.2901	0.1979
CAZy:GT	Leptospira	0.5319	0.5143	-0.0175	-0.0483	-0.0739	0.6879	0.8543	0.7556	0.9043
CAZy:GT	Aquihabitans	0.2249	0.5133	0.2885	1.1872	0.6478	0.0003	0.0	0.0052	0.0004
CAZy:GT	Propionivibrio	1.0387	0.5116	-0.5271	-1.0203	-0.613	0.0006	0.0013	0.0074	0.0106
CAZy:GT	Pyrinomonas	0.5394	0.511	-0.0283	-0.0777	-0.2739	0.1281	0.761	0.2153	0.8333
CAZy:GT	Algoriphagus	0.7809	0.5109	-0.27	-0.6112	-0.6174	0.0006	0.2785	0.0071	0.4132
CAZy:GT	Luteimonas	0.8467	0.5082	-0.3385	-0.7354	-0.463	0.0098	0.032	0.0379	0.0932
CAZy:GT	Ceratobasidium	0.5808	0.5077	-0.0732	-0.1938	-0.187	0.3004	0.9717	0.4036	0.9853
CAZy:GT	Dokdonella	0.8292	0.5059	-0.3233	-0.7118	-0.4522	0.0117	0.0409	0.0422	0.1106
CAZy:GT	Pelotomaculum	0.2596	0.5056	0.2461	0.9592	0.4087	0.0228	0.0015	0.0648	0.012
CAZy:GT	Mediterraneibacter	0.2437	0.5052	0.2615	1.0487	0.4348	0.0154	0.0026	0.0504	0.0171
CAZy:GT	Peristeroidobacter	1.499	0.5047	-0.9944	-1.5687	-0.787	0.0	0.0	0.0015	0.0
CAZy:GT	Telmatocola	0.6567	0.5042	-0.1525	-0.3807	-0.3152	0.0796	0.1951	0.1538	0.3212
CAZy:GT	Mycolicibacter	0.3199	0.5019	0.182	0.6483	0.0478	0.7965	0.4539	0.8485	0.5805
CAZy:GT	Candidatus Segetimicrobium	0.3884	0.4989	0.1105	0.3605	0.1261	0.4877	0.262	0.5838	0.3959
CAZy:GT	Allosphingosinicella	0.6116	0.4924	-0.1192	-0.3122	-0.2478	0.1689	0.389	0.2638	0.5202
CAZy:GT	Candidatus Roseilinea	0.2357	0.4874	0.2518	1.0452	0.3957	0.0276	0.0207	0.0742	0.0704
CAZy:GT	Rhizobacter	1.5118	0.4824	-1.0293	-1.6458	-0.6652	0.0002	0.0	0.0044	0.0011
CAZy:GT	Nocardiopsis	0.3465	0.4803	0.1338	0.4699	0.1348	0.4577	0.0969	0.5576	0.1978
CAZy:GT	Lignipirellula	0.5391	0.4797	-0.0594	-0.1682	-0.1957	0.2786	0.5648	0.3804	0.6764
CAZy:GT	Flavihumibacter	1.3544	0.4775	-0.8769	-1.5022	-0.713	0.0001	0.0	0.0027	0.0
CAZy:GT	Minicystis	0.9915	0.4766	-0.515	-1.0554	-0.7304	0.0	0.0011	0.0024	0.0093
CAZy:GT	Aeoliella	0.4186	0.4759	0.0573	0.1848	0.0783	0.67	0.5077	0.7411	0.628
CAZy:GT	Anaerotruncus	0.3308	0.4756	0.1448	0.5225	0.2478	0.1689	0.1257	0.2638	0.237
CAZy:GT	Halomonas	0.714	0.4703	-0.2437	-0.6014	-0.5261	0.0033	0.0857	0.0193	0.1827
CAZy:GT	Solitalea	0.8018	0.468	-0.3338	-0.7755	-0.4957	0.0057	0.0408	0.0264	0.1103
CAZy:GT	Skermanella	0.6918	0.4674	-0.2244	-0.5648	-0.5	0.0053	0.0734	0.0251	0.1647
CAZy:GT	Rhodanobacter	0.7507	0.4672	-0.2835	-0.683	-0.5174	0.0039	0.0476	0.0211	0.122
CAZy:GT	Phototrophicus	0.7742	0.4666	-0.3076	-0.7293	-0.4435	0.0135	0.0029	0.0458	0.0191
CAZy:GT	Thiomonas	0.8155	0.4665	-0.349	-0.8045	-0.5609	0.0018	0.0075	0.0133	0.0348
CAZy:GT	Ancylobacter	0.4845	0.4659	-0.0185	-0.0562	-0.1087	0.5508	0.8651	0.6396	0.9134
CAZy:GT	Microlunatus	0.1445	0.4657	0.3212	1.6811	0.8435	0.0	0.0	0.0008	0.0
CAZy:GT	Candidatus Nitrosopolaris	0.1466	0.4645	0.3179	1.6571	0.513	0.0042	0.0037	0.0221	0.0219
CAZy:GT	Bauldia	0.5281	0.464	-0.0641	-0.1863	-0.2522	0.1615	0.5998	0.255	0.7057
CAZy:GT	Sphaerisporangium	0.2103	0.4619	0.2516	1.1316	0.5	0.0053	0.0014	0.0251	0.0115
CAZy:GT	Bryobacter	0.7679	0.4563	-0.3117	-0.7498	-0.6	0.0008	0.0056	0.0085	0.0285
CAZy:GT	Altererythrobacter	0.6055	0.4559	-0.1496	-0.4086	-0.1435	0.4287	0.3998	0.5307	0.5315
CAZy:GT	Symbiodinium	1.0274	0.452	-0.5753	-1.1827	-0.713	0.0001	0.0007	0.0027	0.0067
CAZy:GT	Pseudothauera	1.3067	0.4476	-0.8592	-1.5437	-0.5565	0.0019	0.0005	0.014	0.0053
CAZy:GT	Erythrobacter	0.6358	0.4475	-0.1883	-0.5057	-0.3783	0.0352	0.0531	0.0878	0.1322
CAZy:GT	Plasmodium	0.4042	0.4466	0.0424	0.1435	0.0435	0.8171	0.6242	0.8627	0.725
CAZy:GT	Arenimonas	1.2844	0.4449	-0.8395	-1.5274	-0.7174	0.0001	0.0	0.0026	0.0006
CAZy:GT	Labilithrix	1.0617	0.4427	-0.619	-1.26	-0.5804	0.0012	0.0009	0.0107	0.0085
CAZy:GT	Terricaulis	0.9803	0.4409	-0.5394	-1.151	-0.663	0.0002	0.0	0.0045	0.0002
CAZy:GT	Neoroseomonas	1.6835	0.438	-1.2456	-1.9402	-0.6	0.0008	0.0011	0.0085	0.0096
CAZy:GT	Geothermobacter	0.2391	0.4379	0.1988	0.8702	0.4283	0.017	0.0046	0.0542	0.0252
CAZy:GT	Peptacetobacter	0.4323	0.436	0.0037	0.0124	-0.0739	0.6878	0.8223	0.7556	0.8794
CAZy:GT	Mumia	0.0972	0.4357	0.3385	2.1529	0.7957	0.0	0.0	0.0015	0.0011
CAZy:GT	Methylocaldum	0.4423	0.4315	-0.0108	-0.0357	-0.1152	0.5267	0.8855	0.6207	0.9283
CAZy:GT	Janibacter	0.1754	0.4306	0.2552	1.2909	0.4043	0.0243	0.0032	0.0678	0.0201
CAZy:GT	Capillimicrobium	0.1353	0.4271	0.2918	1.6515	0.7109	0.0001	0.0	0.0027	0.0001
CAZy:GT	Parvimonas	0.3322	0.4257	0.0935	0.3567	0.1696	0.3485	0.4214	0.4528	0.5513
CAZy:GT	Actinophytocola	0.2871	0.4223	0.1352	0.555	0.2348	0.1927	0.0773	0.2901	0.1705
CAZy:GT	Candidatus Promineifilum	0.2303	0.4217	0.1914	0.8698	0.2739	0.1281	0.0834	0.2153	0.1789
CAZy:GT	Priestia	0.0995	0.4214	0.3219	2.0718	0.3522	0.0497	0.0597	0.1116	0.1426
CAZy:GT	Pontibacter	0.6732	0.4154	-0.2577	-0.695	-0.4304	0.0165	0.0114	0.0527	0.0468
CAZy:GT	Mucispirillum	0.3207	0.4124	0.0917	0.3618	-0.013	0.9515	0.3929	0.9647	0.5242
CAZy:GT	Ensifer	0.4197	0.4121	-0.0076	-0.0263	-0.1087	0.5508	0.6298	0.6396	0.7291
CAZy:GT	Enhygromyxa	0.6016	0.4113	-0.1903	-0.5475	-0.4	0.0259	0.0749	0.0711	0.1668
CAZy:GT	Roseisolibacter	0.8411	0.4081	-0.433	-1.0416	-0.5565	0.0019	0.0006	0.014	0.0065
CAZy:GT	Actinacidiphila	0.174	0.4078	0.2339	1.2245	0.413	0.0214	0.0054	0.0624	0.0281
CAZy:GT	Comamonas	1.5538	0.4075	-1.1463	-1.9283	-0.6152	0.0006	0.0001	0.0073	0.0017
CAZy:GT	Hyalangium	0.6335	0.4073	-0.2262	-0.636	-0.5283	0.0032	0.0742	0.0189	0.1658
CAZy:GT	Pandoraea	0.5803	0.4068	-0.1734	-0.5112	-0.3522	0.05	0.1064	0.1116	0.2117
CAZy:GT	Methylocystis	0.4104	0.404	-0.0064	-0.0227	-0.0717	0.6968	0.9373	0.7636	0.9622
CAZy:GT	Baekduia	0.1393	0.4035	0.2642	1.5272	0.7174	0.0001	0.0	0.0026	0.0005
CAZy:GT	Acidithiobacillus	0.6169	0.4009	-0.216	-0.6206	-0.4522	0.0117	0.0267	0.0422	0.0829
CAZy:GT	Flammeovirga	0.2044	0.3979	0.1935	0.9574	0.35	0.0514	0.0083	0.1139	0.0376
CAZy:GT	Xylaria	0.0512	0.3958	0.3445	2.9248	0.5826	0.0011	0.0065	0.0104	0.0317
CAZy:GT	Afipia	0.3135	0.3951	0.0816	0.3328	-0.0783	0.67	0.4567	0.7411	0.5824
CAZy:GT	Ammoniphilus	0.1891	0.3931	0.2039	1.0513	0.2022	0.2612	0.2283	0.3632	0.3604
CAZy:GT	Candidatus Kentrum	0.5846	0.3897	-0.1949	-0.5838	-0.4391	0.0144	0.0953	0.048	0.1959
CAZy:GT	Nordella	0.3409	0.3895	0.0486	0.1919	0.1435	0.4287	0.5325	0.5307	0.6501
CAZy:GT	Treponema	0.4159	0.3881	-0.0279	-0.0998	-0.2087	0.2474	0.7617	0.348	0.8337
CAZy:GT	Rosistilla	0.5296	0.3872	-0.1424	-0.4509	-0.3717	0.0385	0.0918	0.0937	0.1907
CAZy:GT	Thermogemmata	0.3748	0.3865	0.0117	0.0443	-0.0652	0.724	0.8812	0.786	0.9254
CAZy:GT	Georgfuchsia	0.6254	0.386	-0.2394	-0.6946	-0.3304	0.066	0.0318	0.1348	0.0929
CAZy:GT	Kitasatospora	0.289	0.3858	0.0967	0.4152	0.2217	0.2188	0.1773	0.3178	0.3006
CAZy:GT	Rhodopseudomonas	0.3697	0.3853	0.0156	0.0594	-0.1087	0.5508	0.883	0.6396	0.9266
CAZy:GT	Caldilinea	0.2189	0.3845	0.1656	0.8099	0.3413	0.0575	0.0243	0.1232	0.0781
CAZy:GT	Frankia	0.2723	0.3836	0.1113	0.4927	0.287	0.1107	0.0368	0.1936	0.1024
CAZy:GT	Novipirellula	0.561	0.3802	-0.1808	-0.5599	-0.5391	0.0026	0.1378	0.0167	0.2523
CAZy:GT	Candidatus Nitromaritima	0.1397	0.38	0.2403	1.4372	0.4239	0.0182	0.0001	0.0565	0.0012
CAZy:GT	Elioraea	0.6373	0.3798	-0.2575	-0.7452	-0.3652	0.042	0.0209	0.0992	0.0708
CAZy:GT	Thermogutta	0.506	0.3783	-0.1276	-0.4184	-0.2739	0.1281	0.1333	0.2153	0.2468
CAZy:GT	Methylomonas	0.5085	0.3772	-0.1312	-0.4297	-0.4696	0.0089	0.2917	0.0355	0.4266
CAZy:GT	Phycisphaera	0.5255	0.3754	-0.1501	-0.4842	-0.4478	0.0126	0.0712	0.0441	0.1612
CAZy:GT	Geminicoccus	0.6297	0.3749	-0.2548	-0.7465	-0.3478	0.0528	0.0432	0.1157	0.1142
CAZy:GT	Serendipita	0.1341	0.3735	0.2394	1.471	-0.1109	0.5426	0.3584	0.6349	0.4911
CAZy:GT	Methylococcus	0.6894	0.3734	-0.316	-0.8829	-0.5283	0.0032	0.0077	0.0189	0.0352
CAZy:GT	Ferruginibacter	0.8096	0.3723	-0.4373	-1.1186	-0.5696	0.0015	0.0018	0.012	0.0133
CAZy:GT	Thalassoglobus	0.3123	0.3721	0.0598	0.2518	0.087	0.6349	0.5033	0.7127	0.6246
CAZy:GT	Occallatibacter	0.5681	0.3714	-0.1967	-0.6117	-0.4239	0.0181	0.0895	0.0564	0.1877
CAZy:GT	Isosphaera	0.5471	0.3714	-0.1757	-0.5575	-0.4522	0.0117	0.0689	0.0422	0.1576
CAZy:GT	Verrucomicrobium	0.4323	0.3708	-0.0615	-0.2209	-0.2913	0.1054	0.531	0.1861	0.6487
CAZy:GT	Paractinoplanes	0.3556	0.3696	0.014	0.0556	0.1304	0.4726	0.8884	0.5713	0.9299
CAZy:GT	Deferrisoma	0.3934	0.3693	-0.024	-0.0907	-0.1783	0.324	0.9867	0.4277	0.9951
CAZy:GT	Kaistia	0.4266	0.3693	-0.0572	-0.2073	-0.1739	0.3362	0.6018	0.4398	0.7075
CAZy:GT	Pyxidicoccus	0.5167	0.3681	-0.1485	-0.4879	-0.5	0.0053	0.1137	0.0251	0.2211
CAZy:GT	Kouleothrix	0.2934	0.3668	0.0734	0.3212	0.1478	0.4146	0.2206	0.5168	0.3514
CAZy:GT	Thiohalocapsa	0.5413	0.3653	-0.176	-0.566	-0.5261	0.0033	0.1058	0.0193	0.2109
CAZy:GT	Bythopirellula	0.4385	0.3648	-0.0737	-0.265	-0.3522	0.05	0.5199	0.1116	0.6389
CAZy:GT	Caldithrix	0.4675	0.364	-0.1036	-0.3604	-0.3609	0.0446	0.1849	0.1032	0.3092
CAZy:GT	Pseudogemmatithrix	0.7769	0.3635	-0.4134	-1.0937	-0.6348	0.0004	0.0001	0.0061	0.0015
CAZy:GT	Candidatus Manganitrophus	0.332	0.362	0.03	0.1243	-0.1152	0.5267	0.684	0.6207	0.7737
CAZy:GT	Candidatus Binatus	0.3546	0.3597	0.0051	0.0204	-0.0826	0.6524	0.9545	0.7269	0.9742
CAZy:GT	Engelhardtia	0.462	0.3587	-0.1033	-0.3641	-0.4304	0.0165	0.3405	0.0527	0.473
CAZy:GT	Haliangium	0.6425	0.3586	-0.2838	-0.8393	-0.6087	0.0007	0.0023	0.0077	0.0161
CAZy:GT	Herbaspirillum	0.5606	0.3577	-0.2029	-0.6468	-0.5522	0.0021	0.0159	0.0145	0.0591
CAZy:GT	Hyphomonas	0.4381	0.3571	-0.081	-0.2943	-0.2304	0.2011	0.2738	0.2985	0.4081
CAZy:GT	Niabella	0.6995	0.356	-0.3436	-0.9726	-0.4957	0.0057	0.1013	0.0264	0.2046
CAZy:GT	Basfia	0.4617	0.3551	-0.1066	-0.3779	-0.0283	0.8838	0.1322	0.9139	0.2454
CAZy:GT	Hypericibacter	0.4541	0.353	-0.1012	-0.3626	-0.3435	0.056	0.1993	0.1203	0.3257
CAZy:GT	Ohtaekwangia	1.1287	0.3521	-0.7765	-1.6777	-0.7348	0.0	0.0	0.0023	0.0002
CAZy:GT	Stieleria	0.4964	0.3517	-0.1447	-0.496	-0.5565	0.0019	0.1835	0.014	0.3071
CAZy:GT	Brevibacterium	0.1289	0.3516	0.2227	1.4406	0.6826	0.0001	0.0003	0.0035	0.0041
CAZy:GT	Humibacillus	0.0599	0.3515	0.2917	2.534	0.6935	0.0001	0.0	0.003	0.0009
CAZy:GT	Stutzerimonas	0.6044	0.3509	-0.2535	-0.7828	-0.5174	0.0039	0.1565	0.0211	0.2764
CAZy:GT	Virgisporangium	0.2379	0.3499	0.1119	0.5543	0.1826	0.3122	0.0779	0.4153	0.1713
CAZy:GT	Rhizopus	0.4753	0.3494	-0.126	-0.4431	-0.3565	0.0472	0.0352	0.1078	0.0991
CAZy:GT	Emiliania	0.43	0.3489	-0.0811	-0.3006	-0.2826	0.1163	0.4289	0.2003	0.5579
CAZy:GT	Nitratireductor	0.4091	0.3485	-0.0606	-0.2307	-0.1348	0.4577	0.329	0.5576	0.4619
CAZy:GT	Janthinobacterium	0.641	0.3471	-0.2939	-0.8832	-0.5696	0.0015	0.0065	0.012	0.0317
CAZy:GT	Rubinisphaera	0.4229	0.3471	-0.0759	-0.2845	-0.3652	0.042	0.4502	0.0992	0.5772
CAZy:GT	Chitinimonas	0.5471	0.3466	-0.2004	-0.6568	-0.5652	0.0016	0.0092	0.0127	0.0404
CAZy:GT	Actinoallomurus	0.2632	0.3465	0.0834	0.3958	-0.0435	0.8171	0.7394	0.8627	0.8158
CAZy:GT	Solimonas	0.6761	0.346	-0.3301	-0.9644	-0.6435	0.0003	0.0007	0.0054	0.007
CAZy:GT	Pelomyxa	0.7102	0.3453	-0.3649	-1.0383	-0.5	0.0053	0.0015	0.0251	0.0116
CAZy:GT	Dictyobacter	0.3493	0.3433	-0.006	-0.025	-0.2043	0.2575	0.929	0.3588	0.9552
CAZy:GT	Desulfosarcina	0.399	0.3432	-0.0557	-0.2165	-0.2348	0.1927	0.5578	0.2901	0.6708
CAZy:GT	Chelativorans	0.4202	0.3418	-0.0784	-0.2972	-0.2435	0.1766	0.2846	0.2733	0.4192
CAZy:GT	Ferrovibrio	0.521	0.3417	-0.1794	-0.6073	-0.2978	0.0978	0.0485	0.177	0.1232
CAZy:GT	Oscillochloris	0.2674	0.3415	0.0741	0.3519	0.1239	0.4954	0.226	0.5916	0.3576
CAZy:GT	Stenotrophomonas	0.6356	0.341	-0.2946	-0.8965	-0.5087	0.0046	0.0069	0.0231	0.0329
CAZy:GT	Thermanaerothrix	0.1786	0.3409	0.1623	0.9289	0.2739	0.1278	0.0402	0.2153	0.1092
CAZy:GT	Marinihelvus	0.5438	0.3398	-0.204	-0.6769	-0.4174	0.0201	0.0418	0.0599	0.112
CAZy:GT	Svornostia	0.1186	0.3397	0.2211	1.5104	0.5043	0.0049	0.0027	0.024	0.0178
CAZy:GT	Thelonectria	0.0474	0.3392	0.2918	2.8139	0.3652	0.0306	0.065	0.0802	0.1513
CAZy:GT	Ottowia	0.6898	0.3381	-0.3517	-1.0266	-0.4261	0.0176	0.0055	0.055	0.0284
CAZy:GT	Thermomonas	0.5552	0.3372	-0.218	-0.7179	-0.5609	0.0018	0.0209	0.0133	0.0707
CAZy:GT	Demequina	0.2726	0.337	0.0645	0.3052	0.1565	0.3874	0.2825	0.4913	0.4173
CAZy:GT	Labrys	0.3744	0.3366	-0.0379	-0.1534	-0.1087	0.5508	0.6908	0.6396	0.7792
CAZy:GT	Blastococcus	0.2287	0.333	0.1043	0.5402	0.3348	0.0625	0.0965	0.1301	0.1973
CAZy:GT	Posidoniimonas	0.3028	0.3322	0.0294	0.1333	0.013	0.9515	0.6396	0.9647	0.7377
CAZy:GT	Wenzhouxiangella	0.4994	0.3303	-0.1691	-0.5949	-0.513	0.0042	0.1142	0.0221	0.2217
CAZy:GT	Fulvivirga	0.6752	0.3293	-0.3459	-1.0337	-0.5565	0.0019	0.0002	0.014	0.003
CAZy:GT	Methylotenera	0.4146	0.3289	-0.0857	-0.3332	-0.1739	0.3362	0.222	0.4398	0.3529
CAZy:GT	Chelatococcus	0.3233	0.3275	0.0042	0.0184	-0.1478	0.4147	0.9618	0.5168	0.9793
CAZy:GT	Ornithinibacter	0.075	0.3274	0.2524	2.1113	0.4087	0.022	0.0056	0.0636	0.0285
CAZy:GT	Sarocladium	0.0181	0.3263	0.3082	4.1006	0.5174	0.0027	0.0082	0.0171	0.0375
CAZy:GT	Mariannaea	0.0197	0.326	0.3063	3.9813	0.3348	0.053	0.017	0.1158	0.0619
CAZy:GT	Halanaerobium	0.2584	0.3257	0.0673	0.3328	-0.2022	0.2612	0.6433	0.3632	0.7399
CAZy:GT	Candidatus Scalindua	0.9729	0.3254	-0.6475	-1.577	-0.7	0.0001	0.0004	0.003	0.0046
CAZy:GT	Roseibium	0.3692	0.3247	-0.0445	-0.1847	-0.1609	0.3741	0.5185	0.4773	0.6377
CAZy:GT	Salinarimonas	0.1801	0.3224	0.1423	0.8364	0.3261	0.0696	0.003	0.1397	0.0196
CAZy:GT	Methyloversatilis	0.586	0.3218	-0.2642	-0.8628	-0.4761	0.008	0.0049	0.0331	0.0263
CAZy:GT	Saccharothrix	0.1653	0.3216	0.1563	0.9562	0.3304	0.066	0.019	0.1348	0.0666
CAZy:GT	Propylenella	0.3243	0.3205	-0.0039	-0.0173	0.2217	0.2188	0.8953	0.3178	0.934
CAZy:GT	Rugosimonospora	0.2194	0.3185	0.0991	0.5357	-0.0087	0.9709	0.152	0.9798	0.2707
CAZy:GT	Pseudaminobacter	0.4247	0.3183	-0.1064	-0.4151	-0.2652	0.1407	0.1848	0.2316	0.3092
CAZy:GT	Pseudochryseolinea	1.0011	0.318	-0.6832	-1.6516	-0.7326	0.0	0.0	0.0024	0.0004
CAZy:GT	Aureimonas	0.304	0.3179	0.0139	0.0643	-0.1283	0.4801	0.8394	0.578	0.8919
CAZy:GT	Rhizomicrobium	0.4134	0.317	-0.0964	-0.3818	-0.3043	0.0905	0.1753	0.1675	0.2979
CAZy:GT	Metabacillus	0.1268	0.3165	0.1897	1.3134	0.25	0.165	0.0355	0.2594	0.0998
CAZy:GT	Nitrolancea	0.1912	0.3162	0.125	0.7228	0.4435	0.0134	0.0255	0.0458	0.0807
CAZy:GT	Chloroflexus	0.3095	0.3155	0.006	0.0275	-0.1304	0.4726	0.923	0.5713	0.9511
CAZy:GT	Candidatus Udaeobacter	0.228	0.3155	0.0875	0.467	0.1326	0.4651	0.2455	0.5653	0.3786
CAZy:GT	Planctomicrobium	0.3038	0.3153	0.0115	0.0535	-0.0826	0.6519	0.9041	0.7269	0.94
CAZy:GT	Sediminibacterium	0.7315	0.315	-0.4165	-1.2128	-0.5478	0.0022	0.0005	0.0154	0.0055
CAZy:GT	Parvibaculum	0.4132	0.315	-0.0983	-0.3908	-0.2609	0.1471	0.326	0.2394	0.4593
CAZy:GT	Vitreimonas	0.6861	0.3143	-0.3718	-1.1237	-0.5957	0.0009	0.0005	0.009	0.0052
CAZy:GT	Zestomonas	0.5719	0.3122	-0.2597	-0.8711	-0.5391	0.0024	0.4109	0.016	0.541
