feature	pre	drought	log2FC	p	cliffs_delta	q_BH
GH72	8.8807	10.7893	0.2808	0.6177	-0.0913	0.7457
GH70	0.0344	0.0575	0.7243	0.6195	0.0804	0.7457
PL10723	0.0013	0.0052	1.4393	0.6198	0.0413	0.7457
AA2627882	0.0007	0.002	0.8056	0.6198	0.0413	0.7457
CE73989	0.0013	0.0031	0.8337	0.6198	0.0413	0.7457
CE05727	0.0004	0.0014	0.7572	0.6198	0.0413	0.7457
GT33499	0.0009	0.0025	0.902	0.6198	0.0413	0.7457
PL22543	0.0006	0.0029	1.2745	0.6198	0.0413	0.7457
PL70329	0.0008	0.0022	0.7975	0.6198	0.0413	0.7457
CE23586	0.0021	0.0041	0.718	0.6198	0.0413	0.7457
GH71140	0.0009	0.0036	1.294	0.6198	0.0413	0.7457
GH36605	0.0016	0.0036	0.8633	0.6198	0.0413	0.7457
AA2626199	0.0008	0.0045	1.6285	0.6198	0.0413	0.7457
CE79724	0.0021	0.0041	0.7366	0.6198	0.0413	0.7457
AA33534	0.0006	0.0027	1.2594	0.6198	0.0413	0.7457
PL02707	0.0007	0.0038	1.5025	0.6198	0.0413	0.7457
AA94979	0.0004	0.0021	1.15	0.6198	0.0413	0.7457
PL19539	0.0011	0.007	1.9132	0.6198	0.0413	0.7457
GH74242	0.0011	0.004	1.2402	0.6198	0.0413	0.7457
GH39961	0.0006	0.0017	0.8158	0.6198	0.0413	0.7457
AA7599934	0.0006	0.0024	1.1175	0.6198	0.0413	0.7457
AA7408029	0.0004	0.0059	2.2799	0.6198	0.0413	0.7457
GH39313	0.0006	0.0017	0.7221	0.6198	0.0413	0.7457
PL06629	0.0007	0.0016	0.5843	0.6198	0.0413	0.7457
AA77149	0.0007	0.0027	1.0954	0.6198	0.0413	0.7457
GH51045	0.0006	0.002	0.96	0.6198	0.0413	0.7457
PL11582	0.0017	0.0045	1.05	0.6198	0.0413	0.7457
GH45904	0.0008	0.003	1.1386	0.6198	0.0413	0.7457
AA40815	0.0006	0.0044	1.7927	0.6198	0.0413	0.7457
PL12742	0.0006	0.0027	1.2324	0.6198	0.0413	0.7457
PL06074	0.001	0.0047	1.4743	0.6198	0.0413	0.7457
GH31565	0.0011	0.0049	1.4689	0.6198	0.0413	0.7457
GH36678	0.0006	0.0017	0.7396	0.6198	0.0413	0.7457
GH36494	0.0004	0.0027	1.3846	0.6198	0.0413	0.7457
GH69800	0.0006	0.0023	1.0801	0.6198	0.0413	0.7457
CE10580	0.0007	0.0023	0.9434	0.6198	0.0413	0.7457
GT96204	0.0117	0.0145	0.2847	0.6226	-0.0696	0.7487
CBM71	0.0505	0.0405	-0.3123	0.6257	-0.0848	0.7522
AA62969	0.0033	0.0113	1.5093	0.6304	-0.05	0.7571
PL24	0.0045	0.0049	0.0846	0.6304	-0.05	0.7571
GT62695	0.0035	0.0047	0.3485	0.6304	-0.05	0.7571
AA16689	0.0099	0.0173	0.7533	0.6317	-0.063	0.7583
GH82284	0.0065	0.0096	0.5115	0.6335	0.0652	0.7601
GT31	9.1766	9.6308	0.0697	0.6349	0.087	0.7613
GH103	24.9671	25.3037	0.0193	0.6349	-0.087	0.7613
GH58	0.0054	0.0083	0.5298	0.6359	-0.0565	0.7622
AA93399	0.048	0.0373	-0.3577	0.6375	-0.0826	0.7638
GH44078	0.07	0.1164	0.7252	0.6503	-0.0783	0.7774
GT81	12.5728	11.2628	-0.1587	0.6524	-0.0826	0.7774
AA2141789	0.0246	0.0217	-0.174	0.6532	0.0674	0.7774
GH68305	0.0099	0.0079	-0.2852	0.6539	0.0565	0.7774
GH36697	0.0123	0.0024	-1.9599	0.6539	-0.0565	0.7774
AA01935	0.022	0.0042	-2.1301	0.6571	-0.0609	0.7774
AA16044	0.0035	0.0051	0.4447	0.6592	0.037	0.7774
GT79019	0.0018	0.0051	1.1178	0.6592	0.037	0.7774
AA51650	0.0027	0.0045	0.5555	0.6592	0.037	0.7774
GH69203	0.0021	0.0042	0.7281	0.6592	0.037	0.7774
AA76901	0.0023	0.0049	0.8219	0.6592	0.037	0.7774
GH37059	0.0015	0.0026	0.4829	0.6592	0.037	0.7774
AA59389	0.0052	0.0113	0.9793	0.6592	0.037	0.7774
AA59449	0.0021	0.0032	0.426	0.6592	0.037	0.7774
GH111	0.0009	0.0013	0.3301	0.6592	0.037	0.7774
PL14976	0.0033	0.005	0.4848	0.6592	0.037	0.7774
PL14654	0.0009	0.0022	0.7914	0.6592	0.037	0.7774
CE01405	0.0012	0.0018	0.3546	0.6592	0.037	0.7774
AA39937	0.0014	0.0022	0.4317	0.6592	0.037	0.7774
AA40723	0.0021	0.005	0.9493	0.6592	0.037	0.7774
PL45171	0.0013	0.0022	0.4901	0.6592	0.037	0.7774
GH36458	0.0008	0.0019	0.6506	0.6592	0.037	0.7774
GT31152	0.0018	0.0062	1.3616	0.6592	0.037	0.7774
CE04750	0.0008	0.0017	0.6196	0.6592	0.037	0.7774
CE85531	0.0016	0.0022	0.322	0.6592	0.037	0.7774
CE07523	0.0018	0.004	0.8473	0.6592	0.037	0.7774
AA2628946	0.0025	0.0039	0.486	0.6592	0.037	0.7774
CE79438	0.0017	0.0022	0.2637	0.6592	0.037	0.7774
CE79194	0.0009	0.0015	0.4126	0.6592	0.037	0.7774
CE07996	0.0017	0.0033	0.6578	0.6592	0.037	0.7774
PL29989	0.0012	0.0032	0.8991	0.6592	0.037	0.7774
CE04206	0.0015	0.0043	1.0696	0.6592	0.037	0.7774
AA2630391	0.0008	0.0021	0.7758	0.6592	0.037	0.7774
PL50754	0.0031	0.0079	1.1085	0.6592	0.037	0.7774
CE96128	0.0008	0.0023	0.8546	0.6592	0.037	0.7774
CE88203	0.0017	0.0051	1.199	0.6592	0.037	0.7774
CE02567	0.0023	0.0048	0.8057	0.6592	0.037	0.7774
CE01481	0.0006	0.0027	1.1964	0.6592	0.037	0.7774
GT69363	0.0008	0.005	1.7053	0.6592	0.037	0.7774
AA2141132	0.0008	0.0045	1.639	0.6592	0.037	0.7774
PL24180	0.0012	0.0043	1.2483	0.6592	0.037	0.7774
GT34113	0.0012	0.0021	0.4827	0.6592	0.037	0.7774
CE32567	0.0008	0.0014	0.4186	0.6592	0.037	0.7774
PL37	0.0076	0.0145	0.854	0.6632	-0.0522	0.7818
PL20959	0.0631	0.0547	-0.2014	0.6646	-0.0783	0.7831
GT101	0.0566	0.0685	0.2701	0.6657	-0.0783	0.7842
CE77970	0.0152	0.0095	-0.6313	0.6682	-0.0609	0.7868
PL19866	0.0036	0.0119	1.491	0.6687	0.0565	0.7871
GT95	0.7777	0.7863	0.0159	0.67	-0.0783	0.7884
CE84575	0.0289	0.0424	0.539	0.6764	0.0739	0.7957
AA84086	0.0014	0.015	2.7444	0.6778	0.0435	0.7963
CE34458	0.001	0.0078	2.1522	0.6778	0.0435	0.7963
GH98412	0.0012	0.0052	1.5018	0.6778	0.0435	0.7963
AA2140597	0.155	0.161	0.0544	0.678	-0.0761	0.7963
CE85919	0.0106	0.0057	-0.7845	0.68	0.0522	0.7981
CBM74	0.0066	0.0085	0.3186	0.68	0.0522	0.7981
GT114	0.0161	0.0204	0.3279	0.684	0.0652	0.8026
CE87913	0.0166	0.0083	-0.9303	0.6859	-0.0609	0.8045
GT89	1.1834	1.5035	0.3452	0.6879	-0.0739	0.8059
GH147	0.4316	0.5445	0.3346	0.6879	0.0739	0.8059
GH79	3.3609	4.0491	0.2687	0.6879	-0.0739	0.8059
PL11275	0.007	0.0119	0.6904	0.6909	-0.0478	0.8091
GH35973	0.0012	0.0015	0.1743	0.6996	0.0326	0.8105
PL05236	0.0112	0.0027	-1.7316	0.6996	0.0326	0.8105
CBM100	0.0022	0.0026	0.1619	0.6996	0.0326	0.8105
GH37473	0.0031	0.0036	0.1485	0.6996	0.0326	0.8105
AA63609	0.0009	0.0012	0.2106	0.6996	0.0326	0.8105
AA7602889	0.0043	0.0025	-0.5795	0.6996	0.0326	0.8105
AA7401324	0.0012	0.0013	0.0653	0.6996	0.0326	0.8105
PL08013	0.0017	0.0018	0.0328	0.6996	0.0326	0.8105
CE07566	0.0008	0.0011	0.2396	0.6996	0.0326	0.8105
CE76953	0.0051	0.0014	-1.3394	0.6996	0.0326	0.8105
CE83468	0.0017	0.0015	-0.1079	0.6996	0.0326	0.8105
PL50171	0.0013	0.0021	0.4145	0.6996	0.0326	0.8105
AA40112	0.0056	0.0029	-0.7435	0.6996	0.0326	0.8105
GH33563	0.0046	0.0014	-1.1855	0.6996	0.0326	0.8105
AA87742	0.0097	0.0064	-0.5341	0.6996	0.0326	0.8105
PL12752	0.0031	0.0018	-0.5433	0.6996	0.0326	0.8105
GH79033	0.0023	0.001	-0.7042	0.6996	0.0326	0.8105
GH97794	0.0021	0.0013	-0.4554	0.6996	0.0326	0.8105
CE74256	0.002	0.0014	-0.273	0.6996	0.0326	0.8105
AA2142676	0.0008	0.0013	0.3055	0.6996	0.0326	0.8105
CE23721	0.0062	0.0021	-1.2068	0.6996	0.0326	0.8105
GT51471	0.0054	0.0032	-0.6159	0.6996	0.0326	0.8105
CE05294	0.0041	0.0013	-1.1783	0.6996	0.0326	0.8105
PL50646	0.0046	0.0031	-0.4487	0.6996	0.0326	0.8105
GT50118	0.0008	0.001	0.1956	0.6996	0.0326	0.8105
CE10161	0.0027	0.0017	-0.4298	0.6996	0.0326	0.8105
CE86269	0.0018	0.0019	0.0544	0.6996	0.0326	0.8105
CE94406	0.0039	0.003	-0.2765	0.6996	0.0326	0.8105
AA28128	0.0023	0.0023	0.0015	0.6996	0.0326	0.8105
CE01496	0.0027	0.0012	-0.7517	0.6996	0.0326	0.8105
AA76833	0.0569	0.0589	0.0494	0.7044	-0.0674	0.8158
PL22417	0.002	0.0055	1.1201	0.7049	0.0457	0.816
GT15	4.2524	4.6725	0.1359	0.7059	-0.0696	0.8166
GH63	2.075	2.7472	0.4047	0.7059	0.0696	0.8166
PL20026	0.0107	0.0046	-1.0747	0.7065	0.0478	0.817
GT6	0.0094	0.0169	0.7803	0.708	0.0565	0.8185
PL47856	0.0015	0.0044	1.092	0.7101	0.0391	0.82
CE97770	0.0015	0.0065	1.6066	0.7101	0.0391	0.82
PL22102	0.0036	0.0083	1.0083	0.7101	0.0391	0.82
CE03908	0.0059	0.0085	0.4659	0.715	-0.0522	0.8254
GT128	0.0339	0.0345	0.0272	0.717	-0.0652	0.8274
GT16	0.0074	0.0186	1.2209	0.719	-0.0435	0.8294
CE95725	0.1675	0.1189	-0.4906	0.7238	-0.0652	0.8346
GH17	22.7059	22.7745	0.0044	0.724	-0.0652	0.8346
GH66	0.0403	0.0814	0.996	0.731	-0.0609	0.8423
AA2142358	0.0048	0.0104	0.9852	0.7332	0.0413	0.8446
PL11672	0.0282	0.0298	0.0756	0.7386	0.0587	0.8505
PL20	0.051	0.0752	0.5507	0.7403	-0.0609	0.8521
GT14	4.0073	4.8654	0.2799	0.7424	0.0609	0.8542
AA23089	0.0083	0.0121	0.4894	0.7429	0.0348	0.8542
PL23865	0.0016	0.0027	0.5106	0.7429	0.0348	0.8542
GT18677	0.0185	0.0138	-0.4038	0.7465	-0.0478	0.858
PL21267	0.0163	0.0085	-0.8658	0.7605	-0.0391	0.8738
GH46	1.2767	1.349	0.0794	0.7608	-0.0565	0.8739
GH13580	0.0059	0.0034	-0.6322	0.7618	-0.0348	0.8744
CE84928	0.0046	0.0028	-0.554	0.7618	-0.0348	0.8744
GH37475	0.0186	0.0232	0.3064	0.7699	-0.0435	0.8834
PL11033	0.0113	0.0228	0.9539	0.7751	0.0413	0.8874
GT65219	0.0069	0.0132	0.8536	0.7751	0.0413	0.8874
GH174	0.0208	0.0272	0.3713	0.7755	0.0478	0.8874
GH33633	0.0028	0.0039	0.3642	0.7762	0.0304	0.8874
AA82125	0.0049	0.0032	-0.473	0.7762	0.0304	0.8874
AA2139772	0.0043	0.0039	-0.1046	0.7762	0.0304	0.8874
PL44721	0.0026	0.0032	0.2284	0.7762	0.0304	0.8874
AA60035	0.0049	0.0052	0.0739	0.7762	0.0304	0.8874
GH80217	0.0041	0.0049	0.2241	0.7762	0.0304	0.8874
AA13	0.0085	0.0075	-0.1492	0.7762	0.0304	0.8874
GT98	0.0616	0.067	0.1199	0.7771	0.0522	0.8882
AA12	4.9714	5.4553	0.134	0.7795	0.0522	0.8896
GH125	43.4142	42.8216	-0.0198	0.7795	-0.0522	0.8896
GH188	0.5839	0.7626	0.3846	0.7795	0.0522	0.8896
AA8	0.5049	0.5874	0.2181	0.7795	0.0522	0.8896
AA97631	0.058	0.0509	-0.1862	0.7798	-0.0391	0.8897
CE91636	0.0406	0.0451	0.1482	0.7833	0.05	0.8934
CE75627	0.0147	0.0249	0.7215	0.7857	-0.0435	0.8958
AA91219	0.0093	0.0053	-0.7234	0.7879	-0.0348	0.8974
AA2141828	0.018	0.0084	-1.0218	0.7879	-0.0348	0.8974
PL02374	0.0173	0.0173	0.0029	0.7879	-0.0348	0.8974
CE89187	0.0275	0.0205	-0.404	0.7888	-0.0457	0.898
PL56060	0.0027	0.0038	0.3905	0.7909	0.0326	0.9001
PL51019	0.0104	0.0034	-1.3814	0.7928	-0.0304	0.9013
CE65879	0.0113	0.0053	-0.9737	0.7928	-0.0304	0.9013
CE25161	0.0072	0.004	-0.7206	0.7928	-0.0304	0.9013
PL5	0.4144	0.597	0.5258	0.7978	-0.0478	0.9067
AA92093	0.1535	0.1641	0.0956	0.7981	-0.0478	0.9067
GH49006	0.0051	0.008	0.5512	0.7995	0.037	0.9079
PL31	0.4648	0.4571	-0.024	0.8076	-0.0457	0.9169
AA2141120	0.005	0.0056	0.1398	0.8099	0.0261	0.9169
PL22096	0.0049	0.0094	0.8081	0.8099	0.0261	0.9169
GT82	0.0063	0.0034	-0.7423	0.8099	0.0261	0.9169
GT63111	0.0027	0.0039	0.3889	0.8099	0.0261	0.9169
CE84387	0.0052	0.0033	-0.5378	0.8099	0.0261	0.9169
GT08449	0.0021	0.0029	0.336	0.8099	0.0261	0.9169
PL05396	0.007	0.007	0.002	0.8099	0.0261	0.9169
AA7602940	0.0061	0.0038	-0.5743	0.8099	0.0261	0.9169
GH36718	0.0055	0.0067	0.2386	0.8157	-0.0304	0.9227
AA2140525	0.0113	0.0064	-0.7325	0.8157	-0.0304	0.9227
GH37	4.9558	5.7867	0.2236	0.8171	0.0435	0.9234
AA18	0.4627	0.5736	0.3092	0.8171	-0.0435	0.9234
AA2631474	0.5531	0.5471	-0.0157	0.8171	-0.0435	0.9234
CE86187	0.0131	0.0185	0.4656	0.8189	0.037	0.9251
CE03463	0.0063	0.0099	0.5674	0.8202	0.0283	0.9256
PL23875	0.0138	0.0182	0.3774	0.8202	0.0283	0.9256
GH99039	0.0048	0.0067	0.4162	0.8202	0.0283	0.9256
PL21556	0.0377	0.0307	-0.2888	0.8221	-0.0391	0.9268
GH37017	0.0072	0.0091	0.2963	0.8239	0.0304	0.9268
GT62702	0.0041	0.0028	-0.4244	0.8241	-0.0261	0.9268
CE06471	0.0058	0.0033	-0.6597	0.8241	-0.0261	0.9268
GH43851	0.0068	0.0038	-0.6849	0.8241	-0.0261	0.9268
PL05403	0.0072	0.0055	-0.3236	0.8241	-0.0261	0.9268
CE01658	0.0057	0.0043	-0.3526	0.8241	-0.0261	0.9268
AA38084	0.003	0.0016	-0.6253	0.8279	-0.0217	0.9268
GH48405	0.0025	0.001	-0.789	0.8279	-0.0217	0.9268
AA81466	0.0029	0.0014	-0.688	0.8279	-0.0217	0.9268
GH50228	0.0022	0.0012	-0.5638	0.8279	-0.0217	0.9268
GT77581	0.0035	0.0016	-0.8159	0.8279	-0.0217	0.9268
GH74396	0.007	0.0012	-1.8824	0.8279	-0.0217	0.9268
GH56	0.007	0.0024	-1.22	0.8279	-0.0217	0.9268
PL50539	0.0038	0.0026	-0.4334	0.8279	-0.0217	0.9268
PL50387	0.0024	0.0012	-0.6263	0.8279	-0.0217	0.9268
AA29262	0.0093	0.002	-1.7886	0.8279	-0.0217	0.9268
CE94644	0.0039	0.0021	-0.6479	0.8279	-0.0217	0.9268
GH79983	0.0017	0.001	-0.391	0.8279	-0.0217	0.9268
CE41413	0.0069	0.0016	-1.6292	0.8279	-0.0217	0.9268
CE25163	0.0047	0.002	-0.9253	0.8279	-0.0217	0.9268
CE25265	0.0039	0.002	-0.6817	0.8279	-0.0217	0.9268
GT50168	0.0055	0.0011	-1.6419	0.8279	-0.0217	0.9268
CBM12	12.8246	14.1246	0.1393	0.836	0.0391	0.9356
GT65171	0.0111	0.0063	-0.7303	0.8436	-0.0261	0.9429
GH36554	0.0057	0.004	-0.406	0.844	0.0217	0.9429
CE02950	0.0073	0.0037	-0.8073	0.844	0.0217	0.9429
PL20427	0.0048	0.0035	-0.3672	0.844	0.0217	0.9429
CE17	0.0052	0.0041	-0.2854	0.844	0.0217	0.9429
AA20280	0.0091	0.0105	0.1875	0.8498	0.0239	0.949
GH101	11.2697	13.4313	0.2531	0.8551	0.0348	0.9536
PL15068	0.0133	0.0222	0.6947	0.8552	-0.0304	0.9536
GH48837	0.0038	0.0039	0.0278	0.8557	-0.0217	0.9536
PL47301	0.0104	0.0056	-0.8006	0.8557	-0.0217	0.9536
GT79112	0.0066	0.0037	-0.6758	0.8557	-0.0217	0.9536
GT55545	0.0047	0.004	-0.1839	0.8557	-0.0217	0.9536
CE01077	0.0326	0.0329	0.0124	0.8637	-0.0283	0.9622
PL25	0.0036	0.0027	-0.3149	0.8657	-0.0174	0.9631
CE83197	0.0091	0.0035	-1.1564	0.8657	-0.0174	0.9631
PL21198	0.0022	0.0016	-0.3077	0.8657	-0.0174	0.9631
PL51203	0.0087	0.002	-1.6835	0.8657	-0.0174	0.9631
GT47085	0.0048	0.006	0.2793	0.8718	-0.0217	0.9693
PL13073	0.0134	0.009	-0.5323	0.8739	-0.0239	0.9693
GH35447	0.0095	0.0023	-1.6915	0.8783	0.0174	0.9693
CE25169	0.0065	0.0021	-1.2842	0.8783	0.0174	0.9693
GT77980	0.0071	0.002	-1.4319	0.8783	0.0174	0.9693
AA2630629	0.0044	0.0022	-0.7405	0.8783	0.0174	0.9693
GT65222	0.0093	0.0033	-1.2618	0.8783	0.0174	0.9693
GT09345	0.0046	0.003	-0.4862	0.8783	0.0174	0.9693
PL22737	0.0064	0.0082	0.3222	0.8796	0.0196	0.9693
PL56818	0.0059	0.0072	0.2467	0.8796	0.0196	0.9693
PL48547	0.0058	0.006	0.0445	0.8796	0.0196	0.9693
PL19983	0.0181	0.0125	-0.5025	0.8823	-0.0217	0.9693
GH38825	0.0032	0.0027	-0.1712	0.8875	-0.0174	0.9693
PL20822	0.006	0.0049	-0.2292	0.8875	-0.0174	0.9693
GT70	0.1278	0.1776	0.4721	0.8932	0.0261	0.9693
CBM29	0.0495	0.0296	-0.7215	0.8989	0.0196	0.9693
PL21553	0.0192	0.0254	0.3868	0.8995	0.0217	0.9693
AA58873	0.0061	0.009	0.4981	0.9001	-0.0174	0.9693
AA12070	0.0032	0.0027	-0.182	0.9039	-0.013	0.9693
AA7600336	0.0023	0.0019	-0.1465	0.9039	-0.013	0.9693
PL48224	0.0017	0.0014	-0.1854	0.9039	-0.013	0.9693
GH97556	0.0044	0.0027	-0.5276	0.9039	-0.013	0.9693
AA96144	0.0054	0.0056	0.0411	0.9039	-0.013	0.9693
GH14023	0.0018	0.001	-0.4402	0.9039	-0.013	0.9693
GH33631	0.0024	0.003	0.2078	0.9039	-0.013	0.9693
GH36965	0.0046	0.0051	0.1226	0.9039	-0.013	0.9693
AA62446	0.0018	0.0016	-0.1089	0.9039	-0.013	0.9693
CE84499	0.0029	0.0026	-0.0978	0.9039	-0.013	0.9693
GH83381	0.0041	0.0037	-0.1352	0.9039	-0.013	0.9693
PL21204	0.0034	0.0025	-0.349	0.9039	-0.013	0.9693
AA2141795	0.0052	0.0038	-0.3538	0.9095	0.0152	0.9693
GH39336	0.0107	0.0059	-0.759	0.9095	0.0152	0.9693
GH80215	0.0104	0.0089	-0.1951	0.9095	0.0152	0.9693
CBM90	0.0066	0.007	0.0787	0.9095	0.0152	0.9693
AA11770	0.0434	0.0603	0.4631	0.9109	0.0217	0.9693
GT93	0.0318	0.0215	-0.541	0.9121	0.0196	0.9693
PL21161	0.0609	0.0647	0.0847	0.9126	0.0217	0.9693
AA2	8.3848	8.5794	0.0331	0.9127	-0.0217	0.9693
GH95195	0.01	0.0105	0.0567	0.9142	-0.0174	0.9693
AA2138347	0.0258	0.0102	-1.2585	0.9165	0.0174	0.9693
PL13158	0.0057	0.0076	0.3522	0.9195	-0.013	0.9693
PL34033	0.004	0.0039	-0.0358	0.9195	-0.013	0.9693
AA2630319	0.0041	0.0044	0.0569	0.9195	-0.013	0.9693
GT73428	0.0031	0.0006	-1.406	0.9203	-0.0087	0.9693
GT68234	0.0009	0.0005	-0.3535	0.9203	-0.0087	0.9693
AA09235	0.009	0.0025	-1.5051	0.9203	-0.0087	0.9693
CE12896	0.0008	0.0007	-0.1284	0.9203	-0.0087	0.9693
CE39473	0.0008	0.0006	-0.1535	0.9203	-0.0087	0.9693
CE35013	0.0026	0.0006	-1.2045	0.9203	-0.0087	0.9693
CE71255	0.0056	0.0009	-1.8077	0.9203	-0.0087	0.9693
CE64192	0.002	0.0005	-0.9935	0.9203	-0.0087	0.9693
GT32497	0.0011	0.0006	-0.4501	0.9203	-0.0087	0.9693
GT47080	0.0056	0.0009	-1.8077	0.9203	-0.0087	0.9693
GT31620	0.0026	0.0007	-1.0443	0.9203	-0.0087	0.9693
GT32221	0.0034	0.0017	-0.7407	0.9203	-0.0087	0.9693
GT51207	0.0023	0.0015	-0.3844	0.9203	-0.0087	0.9693
AA2143225	0.0018	0.0005	-0.912	0.9203	-0.0087	0.9693
AA2142094	0.0013	0.0006	-0.5969	0.9203	-0.0087	0.9693
PL53396	0.0023	0.0015	-0.4413	0.9203	-0.0087	0.9693
AA2617900	0.0025	0.0017	-0.3807	0.9203	-0.0087	0.9693
AA24893	0.0039	0.0009	-1.3634	0.9203	-0.0087	0.9693
PL50959	0.0014	0.0006	-0.6475	0.9203	-0.0087	0.9693
AA25846	0.0025	0.0017	-0.4183	0.9203	-0.0087	0.9693
GT132	0.0017	0.0011	-0.3423	0.9203	-0.0087	0.9693
GT26400	0.0031	0.0016	-0.6773	0.9203	-0.0087	0.9693
GT26677	0.0009	0.0006	-0.2907	0.9203	-0.0087	0.9693
AA24149	0.0007	0.0006	-0.1449	0.9203	-0.0087	0.9693
CE06362	0.0078	0.0011	-2.0587	0.9203	-0.0087	0.9693
AA2620457	0.0017	0.0013	-0.2677	0.9203	-0.0087	0.9693
CE06896	0.0008	0.0006	-0.1968	0.9203	-0.0087	0.9693
CE05063	0.0027	0.0015	-0.5888	0.9203	-0.0087	0.9693
CE03382	0.0031	0.0006	-1.3985	0.9203	-0.0087	0.9693
CE80911	0.0014	0.0011	-0.1721	0.9203	-0.0087	0.9693
PL20287	0.0013	0.0011	-0.1328	0.9203	-0.0087	0.9693
PL20203	0.0027	0.001	-0.9061	0.9203	-0.0087	0.9693
CE97370	0.0018	0.0006	-0.7964	0.9203	-0.0087	0.9693
CE96280	0.0009	0.0006	-0.1907	0.9203	-0.0087	0.9693
CE03010	0.0039	0.0008	-1.4621	0.9203	-0.0087	0.9693
PL50633	0.0021	0.0011	-0.5811	0.9203	-0.0087	0.9693
AA26958	0.009	0.0019	-1.7776	0.9203	-0.0087	0.9693
CE04846	0.0026	0.0008	-0.9556	0.9203	-0.0087	0.9693
PL20006	0.0034	0.0022	-0.4853	0.9203	-0.0087	0.9693
CE84559	0.0027	0.0019	-0.3489	0.9203	-0.0087	0.9693
CE89334	0.0013	0.0006	-0.5969	0.9203	-0.0087	0.9693
CE85392	0.0011	0.0006	-0.4501	0.9203	-0.0087	0.9693
CE88000	0.0017	0.0009	-0.5082	0.9203	-0.0087	0.9693
GT11242	0.0155	0.0006	-3.4122	0.9203	-0.0087	0.9693
GT109	0.0047	0.0009	-1.5907	0.9203	-0.0087	0.9693
AA34739	0.0013	0.0011	-0.1585	0.9203	-0.0087	0.9693
CE02089	0.0008	0.0006	-0.1197	0.9203	-0.0087	0.9693
PL35553	0.0045	0.0015	-1.1102	0.9203	-0.0087	0.9693
AA30271	0.0039	0.0007	-1.5528	0.9203	-0.0087	0.9693
GH49595	0.0013	0.0006	-0.5712	0.9203	-0.0087	0.9693
AA94231	0.0039	0.0005	-1.6618	0.9203	-0.0087	0.9693
PL15026	0.0023	0.0006	-1.0966	0.9203	-0.0087	0.9693
CE00761	0.0008	0.0006	-0.1685	0.9203	-0.0087	0.9693
AA34682	0.0041	0.0006	-1.7184	0.9203	-0.0087	0.9693
PL14727	0.0017	0.0013	-0.2217	0.9203	-0.0087	0.9693
PL14657	0.0039	0.0022	-0.6067	0.9203	-0.0087	0.9693
PL50515	0.0014	0.0005	-0.7103	0.9203	-0.0087	0.9693
AA33313	0.0026	0.0006	-1.2045	0.9203	-0.0087	0.9693
AA31586	0.0036	0.0006	-1.5602	0.9203	-0.0087	0.9693
AA31055	0.0009	0.0006	-0.2018	0.9203	-0.0087	0.9693
GH95990	0.0008	0.0006	-0.2406	0.9203	-0.0087	0.9693
GH96908	0.0011	0.0008	-0.2591	0.9203	-0.0087	0.9693
GH95662	0.0017	0.0005	-0.8712	0.9203	-0.0087	0.9693
GH95220	0.0016	0.0006	-0.637	0.9203	-0.0087	0.9693
PL10560	0.0036	0.0015	-0.9025	0.9203	-0.0087	0.9693
PL47972	0.0023	0.0006	-1.0203	0.9203	-0.0087	0.9693
AA53472	0.0078	0.0016	-1.7381	0.9203	-0.0087	0.9693
AA54266	0.0039	0.0006	-1.6531	0.9203	-0.0087	0.9693
AA82552	0.0008	0.0005	-0.2596	0.9203	-0.0087	0.9693
PL45858	0.0031	0.001	-1.0538	0.9203	-0.0087	0.9693
GH33976	0.0039	0.0022	-0.6067	0.9203	-0.0087	0.9693
PL12021	0.0008	0.0006	-0.2381	0.9203	-0.0087	0.9693
AA7402965	0.0022	0.0006	-0.9732	0.9203	-0.0087	0.9693
AA76533	0.0008	0.0005	-0.3159	0.9203	-0.0087	0.9693
PL47328	0.0007	0.0005	-0.1541	0.9203	-0.0087	0.9693
PL47493	0.0008	0.0006	-0.2531	0.9203	-0.0087	0.9693
AA7404419	0.0039	0.001	-1.3033	0.9203	-0.0087	0.9693
PL47732	0.0009	0.0006	-0.2907	0.9203	-0.0087	0.9693
AA51773	0.0027	0.0006	-1.2683	0.9203	-0.0087	0.9693
AA94842	0.0026	0.0006	-1.2045	0.9203	-0.0087	0.9693
PL49842	0.0027	0.0007	-1.1569	0.9203	-0.0087	0.9693
PL49893	0.0039	0.0006	-1.6531	0.9203	-0.0087	0.9693
PL07989	0.0009	0.0007	-0.1003	0.9203	-0.0087	0.9693
GH51156	0.0026	0.0006	-1.2182	0.9203	-0.0087	0.9693
GH59402	0.007	0.0005	-2.4292	0.9203	-0.0087	0.9693
GH77164	0.0031	0.0027	-0.1504	0.9203	-0.0087	0.9693
AA37909	0.0052	0.0026	-0.7971	0.9203	-0.0087	0.9693
PL49830	0.0021	0.0006	-0.9926	0.9203	-0.0087	0.9693
PL12753	0.0029	0.0011	-0.8766	0.9203	-0.0087	0.9693
PL12425	0.0007	0.0006	-0.1449	0.9203	-0.0087	0.9693
AA39116	0.0009	0.0005	-0.3535	0.9203	-0.0087	0.9693
AA98163	0.0017	0.0006	-0.7278	0.9203	-0.0087	0.9693
PL45328	0.0017	0.0011	-0.3497	0.9203	-0.0087	0.9693
AA82190	0.0027	0.0005	-1.2509	0.9203	-0.0087	0.9693
GH33421	0.0021	0.0007	-0.8812	0.9203	-0.0087	0.9693
GH21968	0.0007	0.0006	-0.1449	0.9203	-0.0087	0.9693
